Employee ID,Hours Worked,Sick Leave Taken,Project Deadlines Met,Performance Scores
973,36,10,0.7,4.0
974,45,12,0.64,3.8
975,35,14,0.58,3.5999999999999996
976,38,17,0.5,3.3
977,42,4,0.88,4.6
978,31,0,1.0,5.0
979,43,2,0.94,4.8
980,34,11,0.67,3.9
981,40,16,0.52,3.4
982,44,17,0.5,3.3
983,35,14,0.58,3.5999999999999996
984,35,12,0.64,3.8
985,45,6,0.82,4.4
986,49,2,0.94,4.8
987,33,5,0.85,4.5
988,34,1,0.97,4.9
989,35,3,0.91,4.7
990,42,0,1.0,5.0
991,43,3,0.91,4.7
992,42,2,0.94,4.8
993,39,18,0.5,3.2
994,46,0,1.0,5.0
995,47,15,0.55,3.5
996,36,8,0.76,4.2
997,33,4,0.88,4.6
998,45,0,1.0,5.0
999,39,8,0.76,4.2
1000,49,12,0.64,3.8
1001,48,17,0.5,3.3
1002,32,17,0.5,3.3
1003,48,13,0.61,3.7
1004,42,19,0.5,3.0999999999999996
1005,37,7,0.79,4.3
1006,47,8,0.76,4.2
1007,48,0,1.0,5.0
1008,47,17,0.5,3.3
1009,48,7,0.79,4.3
1010,33,12,0.64,3.8
1011,42,11,0.67,3.9
1012,41,18,0.5,3.2
1013,44,16,0.52,3.4
1014,44,6,0.82,4.4
1015,39,13,0.61,3.7
1016,48,2,0.94,4.8
1017,37,12,0.64,3.8
1018,48,10,0.7,4.0
1019,38,14,0.58,3.5999999999999996
1020,36,16,0.52,3.4
1021,37,14,0.58,3.5999999999999996
1022,38,8,0.76,4.2
1023,46,8,0.76,4.2
1024,44,10,0.7,4.0
1025,45,0,1.0,5.0
1026,36,15,0.55,3.5
1027,39,3,0.91,4.7
1028,48,18,0.5,3.2
1029,35,5,0.85,4.5
1030,41,2,0.94,4.8
1031,44,0,1.0,5.0
1032,39,13,0.61,3.7
1033,47,0,1.0,5.0
1034,33,11,0.67,3.9
1035,40,3,0.91,4.7
1036,34,0,1.0,5.0
1037,42,14,0.58,3.5999999999999996
1038,39,0,1.0,5.0
1039,36,0,1.0,5.0
1040,40,5,0.85,4.5
1041,33,17,0.5,3.3
1042,33,4,0.88,4.6
1043,34,8,0.76,4.2
1044,38,0,1.0,5.0
1045,30,2,0.94,4.8
1046,45,0,1.0,5.0
1047,34,1,0.97,4.9
1048,34,6,0.82,4.4
1049,36,16,0.52,3.4
1050,37,3,0.91,4.7
1051,48,12,0.64,3.8
1052,30,0,1.0,5.0
1053,47,4,0.88,4.6
1054,40,10,0.7,4.0
1055,45,2,0.94,4.8
1056,40,15,0.55,3.5
1057,38,0,1.0,5.0
1058,36,3,0.91,4.7
1059,44,8,0.76,4.2
1060,40,0,1.0,5.0
1061,48,17,0.5,3.3
1062,36,8,0.76,4.2
1063,45,0,1.0,5.0
1064,32,8,0.76,4.2
1065,45,4,0.88,4.6
1066,37,20,0.5,3.0
1067,39,3,0.91,4.7
1068,38,7,0.79,4.3
1069,32,14,0.58,3.5999999999999996
1070,36,5,0.85,4.5
1071,37,0,1.0,5.0
1072,32,3,0.91,4.7
1073,45,0,1.0,5.0
1074,43,0,1.0,5.0
1075,36,14,0.58,3.5999999999999996
1076,33,7,0.79,4.3
1077,35,7,0.79,4.3
1078,36,13,0.61,3.7
1079,41,1,0.97,4.9
1080,36,0,1.0,5.0
1081,30,14,0.58,3.5999999999999996
1082,47,17,0.5,3.3
1083,40,8,0.76,4.2
1084,40,15,0.55,3.5
1085,46,0,1.0,5.0
1086,41,4,0.88,4.6
1087,48,4,0.88,4.6
1088,47,4,0.88,4.6
1089,42,18,0.5,3.2
1090,39,14,0.58,3.5999999999999996
1091,48,13,0.61,3.7
1092,33,3,0.91,4.7
1093,44,8,0.76,4.2
1094,47,14,0.58,3.5999999999999996
1095,30,0,1.0,5.0
1096,48,1,0.97,4.9
1097,31,15,0.55,3.5
1098,39,5,0.85,4.5
1099,47,13,0.61,3.7
1100,33,1,0.97,4.9
1101,39,5,0.85,4.5
1102,33,10,0.7,4.0
1103,47,15,0.55,3.5
1104,49,12,0.64,3.8
1105,33,11,0.67,3.9
1106,44,18,0.5,3.2
1107,47,15,0.55,3.5
1108,38,13,0.61,3.7
1109,49,11,0.67,3.9
1110,46,7,0.79,4.3
1111,32,7,0.79,4.3
1112,42,13,0.61,3.7
1113,36,2,0.94,4.8
1114,43,0,1.0,5.0
1115,35,15,0.55,3.5
1116,43,1,0.97,4.9
1117,43,11,0.67,3.9
1118,43,11,0.67,3.9
1119,49,1,0.97,4.9
1120,47,6,0.82,4.4
1121,38,0,1.0,5.0
1122,41,0,1.0,5.0
1123,43,12,0.64,3.8
1124,45,0,1.0,5.0
1125,31,13,0.61,3.7
1126,45,0,1.0,5.0
1127,47,3,0.91,4.7
1128,38,0,1.0,5.0
1129,37,3,0.91,4.7
1130,30,20,0.5,3.0
1131,34,13,0.61,3.7
1132,36,3,0.91,4.7
1133,39,7,0.79,4.3
1134,40,0,1.0,5.0
1135,41,0,1.0,5.0
1136,30,17,0.5,3.3
1137,35,3,0.91,4.7
1138,33,8,0.76,4.2
1139,32,16,0.52,3.4
1140,33,11,0.67,3.9
1141,35,15,0.55,3.5
1142,34,6,0.82,4.4
1143,38,0,1.0,5.0
1144,33,7,0.79,4.3
1145,43,16,0.52,3.4
1146,44,10,0.7,4.0
1147,33,14,0.58,3.5999999999999996
1148,43,9,0.73,4.1
1149,39,0,1.0,5.0
1150,36,11,0.67,3.9
1151,47,0,1.0,5.0
1152,49,7,0.79,4.3
1153,44,12,0.64,3.8
1154,37,10,0.7,4.0
1155,38,16,0.52,3.4
1156,34,0,1.0,5.0
1157,35,10,0.7,4.0
1158,41,15,0.55,3.5
1159,36,6,0.82,4.4
1160,36,2,0.94,4.8
1161,44,11,0.67,3.9
1162,48,16,0.52,3.4
1163,42,12,0.64,3.8
1164,47,0,1.0,5.0
1165,39,8,0.76,4.2
1166,37,11,0.67,3.9
1167,40,9,0.73,4.1
1168,37,14,0.58,3.5999999999999996
1169,37,0,1.0,5.0
1170,44,9,0.73,4.1
1171,31,5,0.85,4.5
1172,49,7,0.79,4.3
1173,42,13,0.61,3.7
1174,47,4,0.88,4.6
1175,41,0,1.0,5.0
1176,37,0,1.0,5.0
1177,46,6,0.82,4.4
1178,35,4,0.88,4.6
1179,45,0,1.0,5.0
1180,43,15,0.55,3.5
1181,39,3,0.91,4.7
1182,31,0,1.0,5.0
1183,42,0,1.0,5.0
1184,30,16,0.52,3.4
1185,47,3,0.91,4.7
1186,43,12,0.64,3.8
1187,32,1,0.97,4.9
1188,44,1,0.97,4.9
1189,38,7,0.79,4.3
1190,42,13,0.61,3.7
1191,34,7,0.79,4.3
1192,34,9,0.73,4.1
1193,31,12,0.64,3.8
1194,30,10,0.7,4.0
1195,46,15,0.55,3.5
1196,48,18,0.5,3.2
1197,46,18,0.5,3.2
1198,38,5,0.85,4.5
1199,39,1,0.97,4.9
1200,44,12,0.64,3.8
1201,42,0,1.0,5.0
1202,46,13,0.61,3.7
1203,36,16,0.52,3.4
1204,33,13,0.61,3.7
1205,32,16,0.52,3.4
1206,30,7,0.79,4.3
1207,36,0,1.0,5.0
1208,34,3,0.91,4.7
1209,46,3,0.91,4.7
1210,46,9,0.73,4.1
1211,44,12,0.64,3.8
1212,32,13,0.61,3.7
1213,32,17,0.5,3.3
1214,31,17,0.5,3.3
1215,37,15,0.55,3.5
1216,42,5,0.85,4.5
1217,35,14,0.58,3.5999999999999996
1218,34,12,0.64,3.8
1219,42,0,1.0,5.0
1220,30,0,1.0,5.0
1221,47,16,0.52,3.4
1222,36,4,0.88,4.6
1223,46,0,1.0,5.0
1224,37,0,1.0,5.0
1225,48,1,0.97,4.9
1226,45,9,0.73,4.1
1227,43,15,0.55,3.5
1228,49,7,0.79,4.3
1229,39,2,0.94,4.8
1230,31,6,0.82,4.4
1231,45,2,0.94,4.8
1232,42,1,0.97,4.9
1233,34,14,0.58,3.5999999999999996
1234,47,6,0.82,4.4
1235,49,8,0.76,4.2
1236,40,17,0.5,3.3
1237,34,2,0.94,4.8
1238,42,16,0.52,3.4
1239,30,14,0.58,3.5999999999999996
1240,35,4,0.88,4.6
1241,40,7,0.79,4.3
1242,39,1,0.97,4.9
1243,30,7,0.79,4.3
1244,45,14,0.58,3.5999999999999996
1245,42,5,0.85,4.5
1246,45,3,0.91,4.7
1247,44,4,0.88,4.6
1248,36,1,0.97,4.9
1249,43,7,0.79,4.3
1250,40,17,0.5,3.3
1251,42,12,0.64,3.8
1252,34,12,0.64,3.8
1253,47,14,0.58,3.5999999999999996
1254,32,4,0.88,4.6
1255,41,9,0.73,4.1
1256,36,11,0.67,3.9
1257,49,12,0.64,3.8
1258,44,8,0.76,4.2
1259,30,7,0.79,4.3
1260,48,1,0.97,4.9
1261,39,6,0.82,4.4
1262,43,15,0.55,3.5
1263,44,7,0.79,4.3
1264,31,16,0.52,3.4
1265,46,0,1.0,5.0
1266,39,9,0.73,4.1
1267,34,1,0.97,4.9
1268,35,1,0.97,4.9
1269,35,11,0.67,3.9
1270,35,3,0.91,4.7
1271,43,19,0.5,3.0999999999999996
1272,42,2,0.94,4.8
1273,42,6,0.82,4.4
1274,39,5,0.85,4.5
1275,45,10,0.7,4.0
1276,36,10,0.7,4.0
1277,32,2,0.94,4.8
1278,44,7,0.79,4.3
1279,34,0,1.0,5.0
1280,37,9,0.73,4.1
1281,34,5,0.85,4.5
1282,31,8,0.76,4.2
1283,48,1,0.97,4.9
1284,40,6,0.82,4.4
1285,40,13,0.61,3.7
1286,32,4,0.88,4.6
1287,42,0,1.0,5.0
1288,49,2,0.94,4.8
1289,48,14,0.58,3.5999999999999996
1290,44,18,0.5,3.2
1291,35,4,0.88,4.6
1292,42,2,0.94,4.8
1293,47,15,0.55,3.5
1294,47,1,0.97,4.9
1295,30,10,0.7,4.0
1296,40,15,0.55,3.5
1297,45,0,1.0,5.0
1298,30,7,0.79,4.3
1299,48,15,0.55,3.5
1300,37,15,0.55,3.5
1301,48,13,0.61,3.7
1302,45,14,0.58,3.5999999999999996
1303,32,10,0.7,4.0
1304,31,3,0.91,4.7
1305,41,12,0.64,3.8
1306,39,17,0.5,3.3
1307,31,12,0.64,3.8
1308,34,0,1.0,5.0
1309,34,6,0.82,4.4
1310,35,6,0.82,4.4
1311,32,8,0.76,4.2
1312,39,5,0.85,4.5
1313,34,2,0.94,4.8
1314,49,9,0.73,4.1
1315,34,9,0.73,4.1
1316,44,0,1.0,5.0
1317,46,4,0.88,4.6
1318,46,5,0.85,4.5
1319,47,0,1.0,5.0
1320,39,5,0.85,4.5
1321,36,12,0.64,3.8
1322,40,8,0.76,4.2
1323,43,5,0.85,4.5
1324,38,5,0.85,4.5
1325,46,2,0.94,4.8
1326,31,15,0.55,3.5
1327,46,8,0.76,4.2
1328,46,15,0.55,3.5
1329,49,15,0.55,3.5
1330,39,7,0.79,4.3
1331,41,13,0.61,3.7
1332,41,11,0.67,3.9
1333,44,12,0.64,3.8
1334,38,6,0.82,4.4
1335,47,7,0.79,4.3
1336,45,9,0.73,4.1
1337,36,1,0.97,4.9
1338,43,1,0.97,4.9
1339,33,9,0.73,4.1
1340,32,5,0.85,4.5
1341,41,6,0.82,4.4
1342,45,10,0.7,4.0
1343,33,13,0.61,3.7
1344,33,11,0.67,3.9
1345,32,19,0.5,3.0999999999999996
1346,38,17,0.5,3.3
1347,43,17,0.5,3.3
1348,41,7,0.79,4.3
1349,39,15,0.55,3.5
1350,43,6,0.82,4.4
1351,41,15,0.55,3.5
1352,41,6,0.82,4.4
1353,31,9,0.73,4.1
1354,48,15,0.55,3.5
1355,42,4,0.88,4.6
1356,39,9,0.73,4.1
1357,30,2,0.94,4.8
1358,30,12,0.64,3.8
1359,37,18,0.5,3.2
1360,35,4,0.88,4.6
1361,49,8,0.76,4.2
1362,32,6,0.82,4.4
1363,42,5,0.85,4.5
1364,41,0,1.0,5.0
1365,49,7,0.79,4.3
1366,45,14,0.58,3.5999999999999996
1367,40,3,0.91,4.7
1368,33,12,0.64,3.8
1369,37,3,0.91,4.7
1370,36,1,0.97,4.9
1371,45,4,0.88,4.6
1372,41,7,0.79,4.3
1373,35,11,0.67,3.9
1374,35,11,0.67,3.9
1375,40,12,0.64,3.8
1376,41,0,1.0,5.0
1377,45,3,0.91,4.7
1378,45,5,0.85,4.5
1379,45,10,0.7,4.0
1380,33,5,0.85,4.5
1381,41,5,0.85,4.5
1382,34,16,0.52,3.4
1383,38,9,0.73,4.1
1384,47,15,0.55,3.5
1385,38,9,0.73,4.1
1386,45,6,0.82,4.4
1387,30,4,0.88,4.6
1388,34,1,0.97,4.9
1389,48,4,0.88,4.6
1390,32,13,0.61,3.7
1391,30,9,0.73,4.1
1392,43,0,1.0,5.0
1393,47,13,0.61,3.7
1394,37,10,0.7,4.0
1395,43,6,0.82,4.4
1396,49,9,0.73,4.1
1397,49,8,0.76,4.2
1398,42,10,0.7,4.0
1399,45,10,0.7,4.0
1400,38,0,1.0,5.0
1401,36,1,0.97,4.9
1402,32,1,0.97,4.9
1403,49,5,0.85,4.5
1404,30,19,0.5,3.0999999999999996
1405,37,1,0.97,4.9
1406,43,0,1.0,5.0
1407,42,10,0.7,4.0
1408,36,5,0.85,4.5
1409,42,14,0.58,3.5999999999999996
1410,36,7,0.79,4.3
1411,49,2,0.94,4.8
1412,49,16,0.52,3.4
1413,34,20,0.5,3.0
1414,33,8,0.76,4.2
1415,33,2,0.94,4.8
1416,35,7,0.79,4.3
1417,43,13,0.61,3.7
1418,32,6,0.82,4.4
1419,32,0,1.0,5.0
1420,32,3,0.91,4.7
1421,33,12,0.64,3.8
1422,38,8,0.76,4.2
1423,45,0,1.0,5.0
1424,48,8,0.76,4.2
1425,45,5,0.85,4.5
1426,41,13,0.61,3.7
1427,35,18,0.5,3.2
1428,49,10,0.7,4.0
1429,32,2,0.94,4.8
1430,34,18,0.5,3.2
1431,36,15,0.55,3.5
1432,34,11,0.67,3.9
1433,38,0,1.0,5.0
1434,44,18,0.5,3.2
1435,49,11,0.67,3.9
1436,35,13,0.61,3.7
1437,37,6,0.82,4.4
1438,49,7,0.79,4.3
1439,34,0,1.0,5.0
1440,46,10,0.7,4.0
1441,39,9,0.73,4.1
1442,30,1,0.97,4.9
1443,45,6,0.82,4.4
1444,30,0,1.0,5.0
1445,32,16,0.52,3.4
1446,35,4,0.88,4.6
1447,46,8,0.76,4.2
1448,31,9,0.73,4.1
1449,34,2,0.94,4.8
1450,40,0,1.0,5.0
1451,39,9,0.73,4.1
1452,44,14,0.58,3.5999999999999996
1453,47,6,0.82,4.4
1454,46,3,0.91,4.7
1455,43,5,0.85,4.5
1456,42,4,0.88,4.6
1457,49,0,1.0,5.0
1458,31,4,0.88,4.6
1459,41,0,1.0,5.0
1460,40,6,0.82,4.4
1461,48,17,0.5,3.3
1462,41,15,0.55,3.5
1463,33,6,0.82,4.4
1464,39,0,1.0,5.0
1465,41,0,1.0,5.0
1466,36,12,0.64,3.8
1467,35,18,0.5,3.2
1468,37,0,1.0,5.0
1469,40,9,0.73,4.1
1470,35,16,0.52,3.4
1471,32,8,0.76,4.2
1472,49,11,0.67,3.9
1473,48,19,0.5,3.0999999999999996
1474,30,11,0.67,3.9
1475,33,6,0.82,4.4
1476,48,6,0.82,4.4
1477,49,18,0.5,3.2
1478,46,0,1.0,5.0
1479,48,0,1.0,5.0
1480,43,5,0.85,4.5
1481,39,14,0.58,3.5999999999999996
1482,38,11,0.67,3.9
1483,45,3,0.91,4.7
1484,44,14,0.58,3.5999999999999996
1485,45,10,0.7,4.0
1486,47,11,0.67,3.9
1487,39,16,0.52,3.4
1488,32,10,0.7,4.0
1489,36,7,0.79,4.3
1490,36,10,0.7,4.0
1491,49,0,1.0,5.0
1492,40,14,0.58,3.5999999999999996
1493,32,17,0.5,3.3
1494,47,0,1.0,5.0
1495,41,13,0.61,3.7
1496,46,12,0.64,3.8
1497,38,16,0.52,3.4
1498,34,1,0.97,4.9
1499,47,11,0.67,3.9
1500,38,0,1.0,5.0
1501,42,11,0.67,3.9
1502,32,9,0.73,4.1
1503,33,9,0.73,4.1
1504,47,10,0.7,4.0
1505,49,2,0.94,4.8
1506,44,3,0.91,4.7
1507,49,16,0.52,3.4
1508,35,6,0.82,4.4
1509,38,0,1.0,5.0
1510,40,2,0.94,4.8
1511,42,14,0.58,3.5999999999999996
1512,33,5,0.85,4.5
1513,44,12,0.64,3.8
1514,46,6,0.82,4.4
1515,41,13,0.61,3.7
1516,35,4,0.88,4.6
1517,36,6,0.82,4.4
1518,46,1,0.97,4.9
1519,40,6,0.82,4.4
1520,41,18,0.5,3.2
1521,42,1,0.97,4.9
1522,30,3,0.91,4.7
1523,47,16,0.52,3.4
1524,48,6,0.82,4.4
1525,40,3,0.91,4.7
1526,47,10,0.7,4.0
1527,39,17,0.5,3.3
1528,35,9,0.73,4.1
1529,31,10,0.7,4.0
1530,34,6,0.82,4.4
1531,39,6,0.82,4.4
1532,44,12,0.64,3.8
1533,43,3,0.91,4.7
1534,35,9,0.73,4.1
1535,43,9,0.73,4.1
1536,43,14,0.58,3.5999999999999996
1537,41,3,0.91,4.7
1538,33,5,0.85,4.5
1539,41,6,0.82,4.4
1540,46,6,0.82,4.4
1541,48,4,0.88,4.6
1542,45,14,0.58,3.5999999999999996
1543,47,15,0.55,3.5
1544,35,15,0.55,3.5
1545,38,16,0.52,3.4
1546,48,7,0.79,4.3
1547,41,7,0.79,4.3
1548,40,12,0.64,3.8
1549,45,19,0.5,3.0999999999999996
1550,31,9,0.73,4.1
1551,47,8,0.76,4.2
1552,35,18,0.5,3.2
1553,34,0,1.0,5.0
1554,38,3,0.91,4.7
1555,42,4,0.88,4.6
1556,36,12,0.64,3.8
1557,30,16,0.52,3.4
1558,39,2,0.94,4.8
1559,47,10,0.7,4.0
1560,41,17,0.5,3.3
1561,32,1,0.97,4.9
1562,34,2,0.94,4.8
1563,43,0,1.0,5.0
1564,44,6,0.82,4.4
1565,41,0,1.0,5.0
1566,33,4,0.88,4.6
1567,45,10,0.7,4.0
1568,40,12,0.64,3.8
1569,33,0,1.0,5.0
1570,35,1,0.97,4.9
1571,45,12,0.64,3.8
1572,31,19,0.5,3.0999999999999996
1573,42,7,0.79,4.3
1574,37,12,0.64,3.8
1575,41,0,1.0,5.0
1576,35,8,0.76,4.2
1577,32,4,0.88,4.6
1578,44,9,0.73,4.1
1579,37,17,0.5,3.3
1580,31,5,0.85,4.5
1581,45,14,0.58,3.5999999999999996
1582,42,11,0.67,3.9
1583,30,14,0.58,3.5999999999999996
1584,40,7,0.79,4.3
1585,30,17,0.5,3.3
1586,37,9,0.73,4.1
1587,31,1,0.97,4.9
1588,42,14,0.58,3.5999999999999996
1589,31,15,0.55,3.5
1590,33,20,0.5,3.0
1591,31,4,0.88,4.6
1592,42,7,0.79,4.3
1593,33,15,0.55,3.5
1594,44,13,0.61,3.7
1595,41,17,0.5,3.3
1596,41,13,0.61,3.7
1597,34,16,0.52,3.4
1598,39,15,0.55,3.5
1599,31,4,0.88,4.6
1600,37,14,0.58,3.5999999999999996
1601,34,4,0.88,4.6
1602,37,10,0.7,4.0
1603,42,7,0.79,4.3
1604,42,0,1.0,5.0
1605,44,0,1.0,5.0
1606,44,8,0.76,4.2
1607,40,4,0.88,4.6
1608,39,11,0.67,3.9
1609,35,10,0.7,4.0
1610,34,8,0.76,4.2
1611,34,5,0.85,4.5
1612,37,15,0.55,3.5
1613,30,9,0.73,4.1
1614,31,18,0.5,3.2
1615,46,5,0.85,4.5
1616,36,2,0.94,4.8
1617,38,14,0.58,3.5999999999999996
1618,33,7,0.79,4.3
1619,36,2,0.94,4.8
1620,39,0,1.0,5.0
1621,45,13,0.61,3.7
1622,39,8,0.76,4.2
1623,36,12,0.64,3.8
1624,31,2,0.94,4.8
1625,31,8,0.76,4.2
1626,37,11,0.67,3.9
1627,43,0,1.0,5.0
1628,47,7,0.79,4.3
1629,30,0,1.0,5.0
1630,46,14,0.58,3.5999999999999996
1631,46,17,0.5,3.3
1632,34,15,0.55,3.5
1633,45,10,0.7,4.0
1634,36,12,0.64,3.8
1635,44,9,0.73,4.1
1636,48,11,0.67,3.9
1637,31,10,0.7,4.0
1638,45,15,0.55,3.5
1639,38,0,1.0,5.0
1640,49,0,1.0,5.0
1641,47,6,0.82,4.4
1642,39,15,0.55,3.5
1643,49,15,0.55,3.5
1644,33,1,0.97,4.9
1645,31,3,0.91,4.7
1646,43,10,0.7,4.0
1647,30,11,0.67,3.9
1648,37,0,1.0,5.0
1649,40,8,0.76,4.2
1650,30,9,0.73,4.1
1651,34,2,0.94,4.8
1652,42,15,0.55,3.5
1653,46,9,0.73,4.1
1654,39,13,0.61,3.7
1655,36,0,1.0,5.0
1656,42,7,0.79,4.3
1657,33,5,0.85,4.5
1658,42,1,0.97,4.9
1659,30,17,0.5,3.3
1660,40,9,0.73,4.1
1661,38,3,0.91,4.7
1662,42,14,0.58,3.5999999999999996
1663,40,13,0.61,3.7
1664,37,8,0.76,4.2
1665,36,11,0.67,3.9
1666,49,16,0.52,3.4
1667,44,13,0.61,3.7
1668,44,8,0.76,4.2
1669,41,0,1.0,5.0
1670,46,8,0.76,4.2
1671,35,10,0.7,4.0
1672,42,7,0.79,4.3
1673,45,5,0.85,4.5
1674,30,7,0.79,4.3
1675,42,12,0.64,3.8
1676,36,2,0.94,4.8
1677,42,10,0.7,4.0
1678,36,15,0.55,3.5
1679,37,0,1.0,5.0
1680,47,8,0.76,4.2
1681,46,0,1.0,5.0
1682,45,18,0.5,3.2
1683,46,19,0.5,3.0999999999999996
1684,37,18,0.5,3.2
1685,36,3,0.91,4.7
1686,47,1,0.97,4.9
1687,33,8,0.76,4.2
1688,31,0,1.0,5.0
1689,45,8,0.76,4.2
1690,47,7,0.79,4.3
1691,37,11,0.67,3.9
1692,43,10,0.7,4.0
1693,47,0,1.0,5.0
1694,48,14,0.58,3.5999999999999996
1695,33,14,0.58,3.5999999999999996
1696,43,0,1.0,5.0
1697,31,4,0.88,4.6
1698,46,7,0.79,4.3
1699,35,4,0.88,4.6
1700,37,11,0.67,3.9
1701,45,11,0.67,3.9
1702,30,11,0.67,3.9
1703,47,17,0.5,3.3
1704,32,12,0.64,3.8
1705,47,2,0.94,4.8
1706,39,3,0.91,4.7
1707,31,9,0.73,4.1
1708,48,16,0.52,3.4
1709,40,11,0.67,3.9
1710,48,12,0.64,3.8
1711,32,3,0.91,4.7
1712,39,9,0.73,4.1
1713,45,17,0.5,3.3
1714,32,0,1.0,5.0
1715,48,1,0.97,4.9
1716,49,0,1.0,5.0
1717,36,11,0.67,3.9
1718,46,14,0.58,3.5999999999999996
1719,37,1,0.97,4.9
1720,32,9,0.73,4.1
1721,36,10,0.7,4.0
1722,39,8,0.76,4.2
1723,48,0,1.0,5.0
1724,44,11,0.67,3.9
1725,44,1,0.97,4.9
1726,34,19,0.5,3.0999999999999996
1727,32,9,0.73,4.1
1728,32,18,0.5,3.2
1729,33,11,0.67,3.9
1730,44,4,0.88,4.6
1731,45,17,0.5,3.3
1732,34,11,0.67,3.9
1733,37,16,0.52,3.4
1734,39,6,0.82,4.4
1735,31,3,0.91,4.7
1736,43,15,0.55,3.5
1737,34,6,0.82,4.4
1738,36,10,0.7,4.0
1739,40,3,0.91,4.7
1740,32,16,0.52,3.4
1741,41,12,0.64,3.8
1742,43,7,0.79,4.3
1743,30,2,0.94,4.8
1744,45,1,0.97,4.9
1745,44,6,0.82,4.4
1746,30,11,0.67,3.9
1747,42,9,0.73,4.1
1748,44,13,0.61,3.7
1749,46,0,1.0,5.0
1750,38,16,0.52,3.4
1751,34,0,1.0,5.0
1752,41,14,0.58,3.5999999999999996
1753,46,12,0.64,3.8
1754,40,12,0.64,3.8
1755,40,1,0.97,4.9
1756,37,5,0.85,4.5
1757,44,3,0.91,4.7
1758,31,8,0.76,4.2
1759,39,2,0.94,4.8
1760,43,7,0.79,4.3
1761,34,12,0.64,3.8
1762,46,18,0.5,3.2
1763,47,13,0.61,3.7
1764,48,1,0.97,4.9
1765,36,3,0.91,4.7
1766,47,17,0.5,3.3
1767,41,13,0.61,3.7
1768,44,16,0.52,3.4
1769,43,11,0.67,3.9
1770,39,12,0.64,3.8
1771,46,2,0.94,4.8
1772,30,3,0.91,4.7
1773,33,0,1.0,5.0
1774,38,3,0.91,4.7
1775,33,0,1.0,5.0
1776,48,4,0.88,4.6
1777,34,9,0.73,4.1
1778,47,4,0.88,4.6
1779,44,9,0.73,4.1
1780,49,14,0.58,3.5999999999999996
1781,37,1,0.97,4.9
1782,31,0,1.0,5.0
1783,42,11,0.67,3.9
1784,42,0,1.0,5.0
1785,43,13,0.61,3.7
1786,44,16,0.52,3.4
1787,41,9,0.73,4.1
1788,34,9,0.73,4.1
1789,32,2,0.94,4.8
1790,47,18,0.5,3.2
1791,32,8,0.76,4.2
1792,43,15,0.55,3.5
1793,31,5,0.85,4.5
1794,47,20,0.5,3.0
1795,42,16,0.52,3.4
1796,31,2,0.94,4.8
1797,41,7,0.79,4.3
1798,31,4,0.88,4.6
1799,37,7,0.79,4.3
1800,34,4,0.88,4.6
1801,40,0,1.0,5.0
1802,42,12,0.64,3.8
1803,46,4,0.88,4.6
1804,45,12,0.64,3.8
1805,48,2,0.94,4.8
1806,44,11,0.67,3.9
1807,47,0,1.0,5.0
1808,35,17,0.5,3.3
1809,33,13,0.61,3.7
1810,33,0,1.0,5.0
1811,42,15,0.55,3.5
1812,38,1,0.97,4.9
1813,39,6,0.82,4.4
1814,43,11,0.67,3.9
1815,37,2,0.94,4.8
1816,32,8,0.76,4.2
1817,38,13,0.61,3.7
1818,30,19,0.5,3.0999999999999996
1819,44,7,0.79,4.3
1820,44,15,0.55,3.5
1821,36,0,1.0,5.0
1822,44,8,0.76,4.2
1823,36,5,0.85,4.5
1824,42,5,0.85,4.5
1825,41,18,0.5,3.2
1826,47,16,0.52,3.4
1827,36,7,0.79,4.3
1828,36,11,0.67,3.9
1829,44,2,0.94,4.8
1830,38,9,0.73,4.1
1831,35,14,0.58,3.5999999999999996
1832,38,0,1.0,5.0
1833,48,3,0.91,4.7
1834,49,1,0.97,4.9
1835,45,11,0.67,3.9
1836,45,0,1.0,5.0
1837,30,7,0.79,4.3
1838,42,13,0.61,3.7
1839,48,6,0.82,4.4
1840,33,5,0.85,4.5
1841,48,7,0.79,4.3
1842,39,4,0.88,4.6
1843,42,5,0.85,4.5
1844,30,6,0.82,4.4
1845,42,15,0.55,3.5
1846,39,8,0.76,4.2
1847,44,0,1.0,5.0
1848,44,3,0.91,4.7
1849,36,15,0.55,3.5
1850,43,0,1.0,5.0
1851,37,16,0.52,3.4
1852,48,13,0.61,3.7
1853,47,15,0.55,3.5
1854,44,5,0.85,4.5
1855,38,7,0.79,4.3
1856,41,12,0.64,3.8
1857,43,0,1.0,5.0
1858,31,20,0.5,3.0
1859,34,13,0.61,3.7
1860,34,0,1.0,5.0
1861,43,18,0.5,3.2
1862,33,3,0.91,4.7
1863,31,17,0.5,3.3
1864,30,7,0.79,4.3
1865,31,16,0.52,3.4
1866,42,6,0.82,4.4
1867,49,16,0.52,3.4
1868,46,9,0.73,4.1
1869,42,0,1.0,5.0
1870,46,0,1.0,5.0
1871,34,5,0.85,4.5
1872,37,13,0.61,3.7
1873,41,14,0.58,3.5999999999999996
1874,38,0,1.0,5.0
1875,47,0,1.0,5.0
1876,45,13,0.61,3.7
1877,48,3,0.91,4.7
1878,37,15,0.55,3.5
1879,36,5,0.85,4.5
1880,38,11,0.67,3.9
1881,41,4,0.88,4.6
1882,43,1,0.97,4.9
1883,39,13,0.61,3.7
1884,45,12,0.64,3.8
1885,31,3,0.91,4.7
1886,35,13,0.61,3.7
1887,40,3,0.91,4.7
